,tokens,tags,ner_tags_str,len
2856,"['Analysts' 'on' 'average' 'forecast' 'an' 'operating' 'loss' 'of' '21'
 'billion' 'yen' 'on' 'sales' 'of' '612' 'billion' ',' 'according' 'to'
 'Thomson' 'Reuters' 'Estimates' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 6 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-ORG' 'I-ORG' 'O' 'O']",23
2857,"['Sharp' 'has' 'struggled' 'to' 'cope' 'with' 'falling' 'prices' 'for'
 'liquid' 'crystal' 'displays' 'sold' 'to' 'smartphone' 'makers' '.']",[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
2858,"['In' 'May' ',' 'it' 'secured' 'a' '$' '1.9' 'billion' 'bailout' 'after'
 'falling' 'deep' 'into' 'the' 'red' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
2859,"['Sharp' ""'s"" 'earnings' 'for' 'the' 'July' '-' 'September' 'period'
 'would' 'have' 'to' 'improve' '""' 'significantly' '""' 'for' 'the'
 'company' 'to' 'reach' 'its' 'targeted' 'operating' 'profit' 'of' '10'
 'billion' 'yen' 'for' 'the' 'April' '-' 'September' 'half' ',' 'the'
 'report' 'said' '.']","[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O']",40
2860,"['(' 'Reporting' 'by' 'Sneha' 'Banerjee' 'in' 'BENGALURU' 'and' 'Ritsuko'
 'Ando' 'in' 'TOKYO' ';' 'Editing' 'by' 'Richard' 'Pullin' 'and' 'Kenneth'
 'Maxwell' ')']",[0 0 0 1 2 0 3 0 1 2 0 3 0 0 0 1 2 0 1 2 0],"['O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-LOC' 'O' 'B-PER' 'I-PER' 'O' 'B-LOC'
 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'B-PER' 'I-PER' 'O']",21
2861,"['European' 'finance' 'ministers' 'encountered' 'a' 'range' 'of' 'hurdles'
 'to' 'financing' 'Greece' 'through' 'the' 'next' 'few' 'weeks' 'during'
 'negotiations' 'over' 'another' 'full' '-' 'scale' 'bailout' '.']",[0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2862,"['All' 'the' 'available' 'options' 'are' 'either' 'financially'
 'inadequate' ',' 'politically' 'unpalatable' ',' 'legally' 'suspect' 'or'
 'beyond' 'European' 'leaders' '’' 'control' ',' 'finance' 'ministers'
 'said' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2863,"['With' 'Greece' 'due' 'to' 'pay' 'the' 'European' 'Central' 'Bank' '3.5'
 'billion' 'euros' '(' '$' '3.9' 'billion' ')' 'next' 'Monday' ','
 'ministers' 'are' 'looking' 'at' 'whether' 'they' 'could' 'recycle'
 'interest' 'payments' 'already' 'made' 'by' 'Greece' 'to' 'euro' '-'
 'zone' 'central' 'banks' ',' 'tap' 'a' 'fund' 'managed' 'by' 'all' '28'
 'European' 'Union' 'governments' ',' 'give' 'Greece' 'more' 'time' 'to'
 'pay' ',' 'or' 'organize' 'bilateral' 'loans' 'from' 'individual' 'EU'
 'governments' '.']","[0 3 0 0 0 0 5 6 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","['O' 'B-LOC' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",68
2864,"['“' 'We' 'are' 'looking' 'at' 'all' 'the' 'instruments' 'and' 'funds'
 'that' 'we' 'could' 'use' 'and' 'all' 'of' 'them' 'seem' 'to' 'have'
 'disadvantages' 'or' 'impossibilities' 'or' 'legal' 'objections' ',' '”'
 'Dutch' 'Finance' 'Minister' 'Jeroen' 'Dijsselbloem' ',' 'chairman' 'of'
 'the' 'group' 'of' 'euro' 'ministers' ',' 'told' 'reporters' 'on'
 'Tuesday' 'in' 'Brussels' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 3 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O']",50
2865,"['Beyond' 'the' 'July' '20' 'ECB' 'deadline' ',' 'Greece' 'has' 'to'
 'make' '600' 'million' 'euros' 'of' 'interest' 'payments' 'in' 'August'
 'and' 'also' 'owes' '$' '1.7' 'billion' 'in' 'arrears' 'to' 'the'
 'International' 'Monetary' 'Fund' '.']",[0 0 0 0 5 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",33
2866,"['European' 'leaders' 'promised' 'on' 'this' 'week' 'to' 'build' 'the'
 'financing' 'bridge' 'for' 'the' 'time' 'it' 'takes' 'to' 'negotiate' 'a'
 'third' 'full' 'aid' 'package' 'for' 'Greece' ',' 'worth' 'up' 'to' '86'
 'billion' 'euros' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",33
2867,"['“' 'Never' 'underestimate' 'the' 'capacity' 'of' 'European' 'lawyers'
 'and' 'economists' 'to' 'come' 'up' 'with' 'a' 'solution' ',' '”'
 'Finnish' 'Finance' 'Minister' 'Alexander' 'Stubb' 'said' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O']",25
2868,"['“' 'It' 'would' 'be' 'impossible' 'to' 'back' 'down' 'at' 'this' 'stage'
 '.' '”']",[0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],13
2869,['He' 'said' 'as' 'many' 'as' 'six' 'options' 'are' 'on' 'the' 'table' '.'],[0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12
2870,"['No' 'single' 'option' 'will' 'be' 'enough' ',' 'Austrian' 'Finance'
 'Minister' 'Hans' 'Joerg' 'Schelling' 'said' '.']",[0 0 0 0 0 0 0 0 0 0 1 2 2 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'O'],15
2871,"['He' 'told' 'reporters' 'in' 'Vienna' 'on' 'Tuesday' 'that' '“' 'a' 'mix'
 'of' 'different' 'alternatives' '”' 'will' 'be' 'found' '.']",[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O']",19
2872,"['Euro' '-' 'area' 'ministers' 'will' 'discuss' 'Greece' '’s' 'short' '-'
 'term' 'financing' 'on' 'a' 'conference' 'call' 'later' 'Tuesday' 'or'
 'Wednesday' '.']",[0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",21
2873,"['2.28' '-' '0.04' 'Investor' '(' 'Stockholm' ':' 'INVE' '-' 'A.ST' '-'
 'news' ')' ""'s"" 'are' 'running' 'out' 'of' 'patience' 'with' 'FTSE' '100'
 'listed' 'miner' 'as' 'commodity' 'prices' 'tumble' ',' 'says' 'Questor'
 'Glencore' '(' 'Amsterdam' ':']",[0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 5 6 0 3 0],"['O' 'O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'I-ORG'
 'O' 'B-LOC' 'O']",35
2874,"['GX8.AS' '-' 'news' ')' '158.95p-17.15' 'p' 'Questor' 'says' 'SELL'
 'Glencore' '[' 'LON' ':' 'GLEN' ']' 'chief' 'executive' 'Ivan'
 'Glasenberg' 'is' 'backing' 'himself' 'in' 'one' 'of' 'the' 'greatest'
 'trades' 'of' 'his' 'life' ',' 'and' 'Questor' 'is' 'concerned' 'he' 'is'
 'backing' 'himself' 'and' 'his' 'investors' 'into' 'a' 'corner' '.']","[0 0 0 0 0 0 5 0 0 5 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0
 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",47
2875,['=' 'China' 'bet' '='],[0 3 0 0],['O' 'B-LOC' 'O' 'O'],4
2876,"['The' 'message' 'from' 'Mr' 'Glasenberg' 'at' 'his' 'company' '’s'
 'first' '-' 'half' 'results' 'was' 'clear' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
2877,"['Fundamentally' 'he' 'believes' 'in' 'China' 'and' 'he' 'believes' 'that'
 'the' 'long' '-' 'term' 'demand' 'for' 'commodities' 'mean' 'prices'
 'will' 'recover' '.']",[0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-LOC' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",21
2878,"['What' '’s' 'more' ',' 'he' 'believes' 'the' 'commodity' 'markets' 'are'
 'wrong' 'and' 'that' 'today' '’s' 'depressed' 'prices' 'are' 'the'
 'result' 'of' 'speculative' 'selling' 'from' 'hedge' 'funds' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
2879,"['He' 'should' 'know' 'because' 'Glencore' '(' 'Xetra' ':' 'A1JAGV' '-'
 'news' ')' 'used' 'to' 'be' 'one' 'of' 'those' 'secretive' 'commodity'
 'trading' 'houses' 'that' 'empolyed' 'similar' 'speculative' 'strategies'
 '.']",[0 0 0 0 5 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",28
2881,['Trader' 'into' 'miner' '='],[0 0 0 0],['O' 'O' 'O' 'O'],4
2882,"['That' 'was' 'before' 'Glencore' 'listed' 'on' 'the' 'London' 'Stock'
 'Exchange' '(' 'Other' 'OTC' ':' 'LDNXF' '-' 'news' ')' 'in' 'May' '2011'
 'at' '530' 'p' 'and' 'then' 'acquired' 'mining' 'giant' 'Xstrata' 'a'
 'year' 'later' '.']",[0 0 0 5 0 0 0 5 6 6 0 0 5 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0],"['O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'B-ORG' 'I-ORG' 'I-ORG' 'O' 'O' 'B-ORG'
 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'B-ORG' 'O' 'O' 'O' 'O']",34
2883,"['Mr' 'Glasenberg' 'now' 'describes' 'Glencore' 'as' '“' 'the' 'most'
 'diversified' 'commodity' 'producer' 'and' 'marketer' '”' 'arguing'
 'that' 'it' 'is' '“' 'well' 'positioned' 'to' 'benefit' 'from' 'any'
 'improvement' 'in' 'pricing' 'when' 'it' 'finally' 'and' 'inevitably'
 'materialises' '”' '.']",[0 1 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'B-PER' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",37
2884,"['He' 'would' 'like' 'you' 'to' 'believe' 'that' 'Glencore' 'is' 'a'
 'steady' 'income' '-' 'generating' 'stock' 'that' 'simply' 'buys'
 'mining' 'assets' 'on' 'a' 'long' '-' 'term' 'view' 'and' 'then' 'sells'
 'its' 'produce' 'through' 'a' 'trading' 'division' 'that' 'collects' 'a'
 'margin' 'on' 'every' 'deal' '.']","[0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",43
2885,['All' 'very' 'low' 'risk' '.'],[0 0 0 0 0],['O' 'O' 'O' 'O' 'O'],5
2886,"['But' 'Mr' 'Glasenberg' 'is' 'showing' 'all' 'the' 'signs' 'of' 'being'
 'a' 'dyed' '-' 'in' '-' 'the' '-' 'wool' 'trader' '.']",[0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",20
2887,"['First' '(' 'Other' 'OTC' ':' 'FSTC' '-' 'news' ')' 'there' 'was' 'the'
 'Xstrata' 'deal' 'which' 'was' 'supposed' 'to' 'be' 'a' 'merger' 'of'
 'equals' 'until' 'Xstrata' 'chief' 'executive' 'Mick' 'Davis' 'and'
 'almost' 'his' 'entire' 'team' 'of' 'mining' 'executives' 'were' 'shown'
 'the' 'door' 'soon' 'after' 'the' 'ink' 'had' 'dried' '.']","[0 0 0 0 0 5 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 5 0 0 1 2 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","['O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'B-PER' 'I-PER' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",48
2888,"['Also' 'take' 'a' 'look' 'at' 'Mr' 'Glasenberg' '’s' 'description' 'of'
 'Glencore' 'again' '.']",[0 0 0 0 0 0 1 0 0 0 5 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'O' 'O' 'O' 'B-ORG' 'O' 'O'],13
2889,"['He' 'said' 'it' '’s' '“' 'well' 'positioned' 'to' 'benefit' 'from' 'any'
 'improvement' 'in' 'pricing' 'when' 'it' 'finally' 'and' 'inevitably'
 'materialises' '”' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O']",22
2890,"['This' 'betrays' 'a' 'belief' 'in' 'the' 'company' '’s' 'massive' 'bet'
 'on' 'the' 'price' 'of' 'copper' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
2892,['Falling' 'profits' '='],[0 0 0],['O' 'O' 'O'],3
2893,"['With' 'that' 'in' 'mind' 'the' 'profit' 'performance' 'is' 'slightly'
 'academic' '.']",[0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],11
2894,"['A' 'first' 'half' 'loss' 'of' '$' '676' 'm' '(' '£' '431' 'm' ')' 'and'
 'adjusted' 'first' 'half' 'earnings' 'of' '$' '6.46' 'bn' ',' 'a' '29'
 'pc' 'fall' 'from' 'the' 'same' 'period' 'last' 'year' ',' 'are' 'to'
 'be' 'expected' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]","['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",39
2895,"['Mr' 'Glasenberg' 'can' 'expect' 'some' 'pain' 'as' 'he' 'waits' 'for'
 'the' 'copper' 'market' 'to' 'turn' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],16
2896,"['Traders' 'have' 'tried' ',' 'and' 'failed' ',' 'many' 'a' 'time' 'to'
 'corner' 'the' 'market' 'for' 'commodities' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],17
2897,"['Usually' 'it' 'results' 'in' 'painful' 'losses' 'for' 'the' 'person'
 'or' 'banks' 'involved' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],13
2898,"['Perhaps' 'for' 'the' 'first' 'time' 'we' 'are' 'now' 'seeing' 'a' 'FTSE'
 '100' 'company' 'and' 'its' 'balance' 'sheet' 'being' 'used' 'to' 'fund'
 'a' 'trading' 'position' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O']",25
2899,"['The' 'problem' 'with' 'all' 'trades' ',' 'as' 'John' 'Maynard' 'Keynes'
 'pointed' 'out' ',' 'is' 'that' 'the' 'market' 'can' 'stay' 'irrational'
 'longer' 'than' 'you' 'can' 'stay' 'solvent' '.']",[0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'B-PER' 'I-PER' 'I-PER' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",27
2900,['=' 'Credit' 'squeeze' '='],[0 0 0 0],['O' 'O' 'O' 'O'],4
2901,"['That' 'is' 'where' 'Glencore' '’s' 'crucial' 'BBB' 'credit' 'rating'
 'comes' 'in' '.']",[0 0 0 5 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],12
2902,"['It' '(' 'Other' 'OTC' ':' 'ITGL' '-' 'news' ')' 'needs' 'this' 'rating'
 'to' 'get' 'the' 'loans' 'required' 'to' 'fund' 'its' 'positions' ';'
 'without' 'it' ',' 'things' 'would' 'quickly' 'unravel' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",30
2903,"['The' 'capital' 'expenditure' 'has' 'been' 'cut' ',' 'but' 'the' 'cash'
 'is' 'still' 'flowing' 'out' 'of' 'the' 'door' 'on' 'projects' ',' 'just'
 'at' 'a' 'reduced' 'rate' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",26
2904,"['The' 'net' 'debt' 'pile' 'was' 'also' 'trimmed' 'by' '$' '1bn' 'to' '$'
 '29.6' 'bn' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
2905,"['That' 'being' 'said' ',' 'nothing' 'matters' 'as' 'much' 'as' 'the'
 'copper' 'price' ',' 'which' 'fell' 'to' 'a' 'six' '-' 'year' '-' 'low'
 'of' '$' '5,085' 'per' 'tonne' 'yesterday' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",29
2906,"['We' 'feared' 'that' 'Glencore' 'shares' 'would' 'suffer' 'from'
 'tumbling' 'commodity' 'prices' 'and' 'placed' 'a' '162' 'p' 'price'
 'target' 'when' 'we' 'advised' 'selling' '(' 'Sell' ',' '244.2' 'p' ','
 'January' '15' ')' '.']",[0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0 0],"['O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O' 'O' 'O' 'O' 'B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O']",32
2907,"['Mr' 'Glasenberg' 'shows' 'no' 'hint' 'of' 'backing' 'down' 'from' 'his'
 'trade' 'in' 'these' 'results' '.']",[0 1 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'B-PER' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
2908,"['If' 'he' '’s' 'right' 'and' 'prices' 'recover' 'he' '’ll' 'pull' 'off'
 'his' 'greatest' 'trade' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],['O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'],15
2909,"['Questor' 'thinks' 'investors' 'should' 'stay' 'well' 'away' 'from' 'the'
 'shares' 'as' 'there' 'are' 'huge' 'risks' 'if' 'prices' 'fall' 'further'
 '.']",[5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],"['B-ORG' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O' 'O'
 'O' 'O' 'O']",20
